date	mi_mu	mi_sigma	r_mu	r_sigma	m	mi_mu_afa	mi_sigma_afa	r_mu_afa	r_sigma_afa	m_afa
1959-12-01	0.0004225535643260669	0.02113639681818372	0.00014054853589941593	0.00014897215649098248	0.00012717046818548646	0.00026591155149197895	0.021622739225634395	0.00015156000374494713	0.0001626264905945561	0.0001395310148121596
1960-01-01	0.0002617010246014968	0.018106073190201546	0.0001049280087605047	0.00010166399899382536	9.678444298935531e-05	0.0002753800262974034	0.02144960207895273	0.00014892032284091451	0.0001595816265025394	0.00013700232089920407
1960-02-01	0.00021926568080425643	0.02245748807023156	0.00016202205750741452	0.00019838084489419108	0.0001492236443753014	0.0002831334217949911	0.021310101716381376	0.00014681634735712757	0.00015659543243667538	0.00013501685177756895
1960-03-01	0.00026173400569902975	0.02171571865674557	0.00015210054662725037	0.0001534250170249925	0.00014123671196049857	0.0002891717379847421	0.021204238137920335	0.00014524807729358633	0.00015366790839696403	0.00013357460744725425
1960-04-01	9.711060563773557e-05	0.016388617472722196	8.848535099120117e-05	8.470489391819029e-05	8.374156743231562e-05	0.0002854067594651008	0.020981683028912682	0.00014254896858341456	0.00014934642388316426	0.00013131167226593262
1960-05-01	0.00025924087498073076	0.02130998701420729	0.0001467971907300707	0.00014718084263302904	0.0001365401958005489	0.00028653393695656046	0.020876732587353588	0.00014137141966228737	0.0001471031357759091	0.0001303944660624804
1960-06-01	0.00023821421984996098	0.01918974681785526	0.00011773171989892959	0.00011563720868717963	0.00010824929826501405	0.0002925532704591212	0.02088938681324306	0.00014171543053020474	0.00014693804407519835	0.0001308229888368975
1960-07-01	0.00032262126878118317	0.022080628670190013	0.00015618617305521995	0.00016546266339280635	0.00014381523684295225	0.00030346475997278303	0.021019645706581096	0.0001435810011871667	0.00014885114878103215	0.00013259724058918402
1960-09-01	0.0002750716120042532	0.024104866680157953	0.00018785005610028022	0.0002071789174746655	0.00017435150487910074	0.0003192684054975458	0.021267509267367694	0.00014696813163317323	0.0001528424498934105	0.00013571722131933985
1960-10-01	0.0005655618408961088	0.02170556238131069	0.0001465034089066868	0.0001523436146381729	0.00013128717072422168	0.0003399642070334097	0.021632977495602848	0.0001518768218682243	0.00015891194741233332	0.00014018293102736507
1960-11-01	0.0003783831070345465	0.019041560986423647	0.00011651588171801887	0.00010396107805982017	0.00010817592291870352	0.00037552410208883653	0.02196304427512876	0.00015593398811440917	0.00016432566168024754	0.00014360384849231993
1960-12-01	0.0003428310629115978	0.020079450409175293	0.0001289407778983163	0.0001362413121318787	0.0001186848386151361	0.00040091884955812524	0.022176779340402655	0.00015855415550447246	0.00016752196007322357	0.00014585302601514516
1961-01-01	0.0005257583161114813	0.025055379773891707	0.0001998979050922577	0.00022756868727797925	0.00018290571853706538	0.00041614844944127584	0.022274182691424525	0.00015973732403841428	0.00016850084259126136	0.00014693046359584068
1961-02-01	0.00021518537324140307	0.023842767849893406	0.00018645177620204886	0.00022418391829768795	0.00017554278139984567	0.0004212129017382882	0.022255254328194377	0.00015948349371623465	0.000167262309234361	0.00014683616123440648
1961-03-01	0.0004077945456493328	0.022693876327723524	0.00016385819508053724	0.00017804231790306246	0.00014994858843230674	0.00041611220644916256	0.02211999425071221	0.00015779266453793347	0.00016380636000252249	0.00014557011893084264
1961-04-01	0.0005300278586369619	0.02402054440254047	0.00018307970198609837	0.00016992484492086828	0.00016789856754803644	0.0004008463635738987	0.021868402458978024	0.0001546648365035108	0.00015813299489574574	0.0001431323366851491
1961-05-01	0.00047856393376282535	0.02090342689848194	0.00013863652259009276	0.0001343867932748822	0.00012689638706734908	0.0003949960995126803	0.021805782348265745	0.00015401851640077543	0.00015458018537478754	0.00014289767012282432
1961-06-01	0.00044737796409771523	0.020045800588361168	0.00012735374858843424	0.00011942698092562086	0.00011671949573348656	0.00039078242311358583	0.02179939864004645	0.0001541282619463135	0.00015284333881762378	0.00014328030179819806
1961-07-01	0.00038536851033603697	0.019871567053252874	0.00012561843069170545	0.00011696701471170288	0.00011525788007373628	0.00038820533437661513	0.02184925133432014	0.00015499407314012507	0.0001529224552242545	0.0001442802317112704
1961-09-01	5.696982394475156e-05	0.023972960312091555	0.00019697468456439675	0.0001862547537931695	0.00019507655308390927	0.0003872648333017683	0.02195534043108682	0.00015661594998221006	0.00015481753459467966	0.00014589745986204133
1961-10-01	0.0005051823543380131	0.023034555415604806	0.00016772095114779906	0.00018265476162727755	0.0001525013125677454	0.0003879609198890455	0.022117665930346486	0.00015899389247256855	0.00015852857692889928	0.00014813198625051083
1961-11-01	0.00037199803549990874	0.02002177956796322	0.00012909089007924775	0.00012377285608257147	0.00011982516020539619	0.00039029359413844634	0.02233622783209913	0.00016212790061120047	0.00016405558222691336	0.00015098381087667891
1961-12-01	0.0003669546579484411	0.020318215546176396	0.00013295300943908363	0.00013070726294280336	0.0001234215783075363	0.00038542946735134514	0.022471113538410175	0.0001641990375986104	0.00016857837129204145	0.00015296670692581068
1962-01-01	0.00025341729417157764	0.0242713382089867	0.00019298968684255887	0.00022404531388495769	0.0001817302426612436	0.00038224807587361465	0.022524933235900726	0.00016507307436015045	0.00017134768560572743	0.0001537846514034338
1962-02-01	0.0004114192282417602	0.02297653238386853	0.00017306472974052954	0.0001738250783223509	0.00016344553591194264	0.0003807494197052546	0.02249768692457079	0.00016475001089582064	0.00017236352516797131	0.00015343764430954826
1962-03-01	0.0003511350224366132	0.024332368134413872	0.00019174893126578174	0.0002050702636887087	0.00017874463217662636	0.00038093349884626537	0.02238937460442037	0.000163229847205621	0.00017162588997877312	0.00015192568564415405
